customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,num_support_tickets,senior_citizen,churn
CUST_0082,49,50.28,2463.72,one-year,electronic_check,fiber_optic,7,0,0
CUST_0083,34,50.63,1721.42,two-year,electronic_check,none,0,0,1
CUST_0084,53,63.97,3390.41,month-to-month,mailed_check,none,7,1,0
CUST_0085,12,46.48,557.76,one-year,bank_transfer,dsl,9,1,0
CUST_0086,68,50.94,3463.92,two-year,electronic_check,dsl,7,1,0
CUST_0087,30,30.86,925.8,month-to-month,electronic_check,fiber_optic,8,0,1
CUST_0088,62,44.88,2782.56,two-year,electronic_check,fiber_optic,3,1,0
CUST_0089,23,47.2,1085.6,two-year,bank_transfer,dsl,0,0,0
CUST_0090,17,77.41,1315.97,one-year,credit_card,fiber_optic,9,1,0
CUST_0091,57,50.66,2887.62,month-to-month,electronic_check,dsl,1,0,0
CUST_0092,10,71.93,719.3,two-year,credit_card,fiber_optic,2,1,1
CUST_0093,32,30.66,981.12,one-year,bank_transfer,none,6,1,0
CUST_0094,39,97.41,3798.99,one-year,electronic_check,none,9,0,0
CUST_0095,13,105.28,1368.64,month-to-month,bank_transfer,dsl,1,0,1
CUST_0096,71,26.76,1899.96,month-to-month,mailed_check,dsl,9,1,1
CUST_0097,30,45.93,1377.9,one-year,mailed_check,fiber_optic,3,1,0
CUST_0098,26,58.26,1514.76,two-year,bank_transfer,none,2,1,0
CUST_0099,10,25.37,253.7,one-year,electronic_check,dsl,1,1,0
CUST_0100,52,104.84,5451.68,two-year,mailed_check,dsl,1,0,0
CUST_0101,42,74.33,3121.86,month-to-month,credit_card,fiber_optic,9,0,0
CUST_0102,35,71.86,2515.1,month-to-month,mailed_check,none,7,1,1
CUST_0103,56,77.13,4319.28,one-year,credit_card,dsl,5,1,1
CUST_0104,14,97.2,1360.8,one-year,mailed_check,none,7,1,0
CUST_0105,52,93.22,4847.44,two-year,credit_card,dsl,1,1,1
CUST_0106,15,107.32,1609.8,one-year,credit_card,none,8,1,1
CUST_0107,25,66.66,1666.5,two-year,mailed_check,none,7,0,1
CUST_0108,71,31.79,2257.09,one-year,mailed_check,none,7,0,1
CUST_0109,31,83.88,2600.28,one-year,credit_card,none,6,0,1
CUST_0110,15,61.53,922.95,month-to-month,bank_transfer,dsl,4,1,0
CUST_0111,62,108.22,6709.64,month-to-month,mailed_check,none,2,1,1
CUST_0112,66,87.17,5753.22,month-to-month,credit_card,dsl,6,1,0
CUST_0113,65,44.05,2863.25,month-to-month,electronic_check,none,4,1,0
CUST_0114,58,68.47,3971.26,one-year,electronic_check,none,8,1,0
CUST_0115,42,98.26,4126.92,two-year,bank_transfer,none,6,0,0
CUST_0116,53,23.93,1268.29,two-year,mailed_check,none,6,1,0
CUST_0117,20,64.58,1291.6,month-to-month,bank_transfer,none,9,1,0
CUST_0118,57,28.97,1651.29,one-year,credit_card,none,2,1,0
CUST_0119,20,26.73,534.6,one-year,electronic_check,none,6,0,0
CUST_0120,69,54.2,3739.8,one-year,mailed_check,none,0,0,0
CUST_0121,37,109.77,4061.49,two-year,credit_card,dsl,1,0,0
CUST_0122,39,101.31,3951.09,month-to-month,electronic_check,fiber_optic,4,1,1
CUST_0123,19,41.98,797.62,one-year,bank_transfer,fiber_optic,2,0,0
CUST_0124,49,75.77,3712.73,month-to-month,mailed_check,none,2,0,1
CUST_0125,33,61.36,2024.88,two-year,credit_card,dsl,4,0,1
CUST_0126,45,108.89,4900.05,one-year,mailed_check,none,4,1,0
CUST_0127,26,109.94,2858.44,one-year,credit_card,fiber_optic,6,1,0
CUST_0128,38,21.97,834.86,two-year,mailed_check,dsl,0,0,0
CUST_0129,64,94.96,6077.44,one-year,bank_transfer,none,5,0,0
CUST_0130,33,81.0,2673.0,two-year,bank_transfer,none,1,0,0
CUST_0131,57,23.0,1311.0,one-year,bank_transfer,fiber_optic,4,1,0
CUST_0132,23,38.07,875.61,two-year,electronic_check,none,8,1,0
CUST_0133,33,102.26,3374.58,one-year,electronic_check,none,5,0,0
CUST_0134,10,32.67,326.7,month-to-month,mailed_check,none,5,0,0
CUST_0135,2,43.8,87.6,month-to-month,mailed_check,dsl,4,1,0
CUST_0136,48,29.75,1428.0,month-to-month,mailed_check,fiber_optic,9,1,0
CUST_0137,29,78.29,2270.41,two-year,mailed_check,none,4,1,1
CUST_0138,6,105.16,630.96,one-year,mailed_check,fiber_optic,1,0,0
CUST_0139,18,54.98,989.64,one-year,mailed_check,none,2,1,0
CUST_0140,63,75.41,4750.83,one-year,credit_card,none,5,0,1
CUST_0141,31,96.99,3006.69,month-to-month,electronic_check,none,5,0,1
CUST_0142,25,107.14,2678.5,one-year,credit_card,none,3,0,1
CUST_0143,43,41.92,1802.56,month-to-month,bank_transfer,fiber_optic,8,0,0
CUST_0144,30,49.57,1487.1,month-to-month,credit_card,dsl,2,0,0
CUST_0145,23,29.89,687.47,month-to-month,bank_transfer,fiber_optic,5,0,0
CUST_0146,3,35.68,107.04,month-to-month,bank_transfer,none,6,0,0
CUST_0147,61,60.34,3680.74,one-year,credit_card,dsl,8,0,0
CUST_0148,6,85.45,512.7,two-year,electronic_check,dsl,0,0,0
CUST_0149,52,58.36,3034.72,month-to-month,mailed_check,none,7,0,0
CUST_0150,42,74.75,3139.5,month-to-month,bank_transfer,dsl,9,1,1
CUST_0151,68,46.54,3164.72,two-year,mailed_check,fiber_optic,1,0,0
CUST_0152,30,57.24,1717.2,one-year,mailed_check,dsl,1,1,0
CUST_0153,33,53.69,1771.77,month-to-month,mailed_check,fiber_optic,1,0,1
CUST_0154,13,87.01,1131.13,one-year,bank_transfer,none,0,1,0
CUST_0155,53,51.82,2746.46,two-year,mailed_check,none,0,1,0
CUST_0156,46,29.32,1348.72,two-year,bank_transfer,fiber_optic,7,0,0
CUST_0157,45,96.08,4323.6,one-year,credit_card,dsl,9,0,0
CUST_0158,72,107.71,7755.12,two-year,credit_card,none,4,0,1
CUST_0159,40,102.94,4117.6,one-year,credit_card,fiber_optic,2,1,1
CUST_0160,4,28.26,113.04,two-year,bank_transfer,dsl,6,1,1
CUST_0161,48,48.05,2306.4,one-year,credit_card,fiber_optic,2,0,0
CUST_0162,7,80.66,564.62,one-year,mailed_check,none,6,1,0
CUST_0163,54,44.59,2407.86,two-year,credit_card,dsl,6,0,1
CUST_0164,63,67.42,4247.46,one-year,credit_card,fiber_optic,6,0,1
CUST_0165,39,105.08,4098.12,month-to-month,electronic_check,dsl,5,0,1
CUST_0166,56,35.81,2005.36,one-year,bank_transfer,none,8,1,1
CUST_0167,6,59.26,355.56,one-year,credit_card,dsl,9,1,0
CUST_0168,54,46.06,2487.24,one-year,credit_card,dsl,2,1,0
CUST_0169,47,27.93,1312.71,month-to-month,bank_transfer,dsl,9,1,1
CUST_0170,51,98.35,5015.85,two-year,electronic_check,fiber_optic,5,0,1
CUST_0171,15,67.75,1016.25,month-to-month,electronic_check,dsl,2,0,1
CUST_0172,33,37.75,1245.75,two-year,bank_transfer,none,1,0,0
CUST_0173,64,61.76,3952.64,two-year,mailed_check,none,9,1,0
CUST_0174,41,33.59,1377.19,month-to-month,mailed_check,dsl,4,1,0
CUST_0175,46,65.66,3020.36,one-year,mailed_check,dsl,0,0,0
CUST_0176,37,26.91,995.67,month-to-month,mailed_check,dsl,9,0,1
CUST_0177,25,48.94,1223.5,one-year,bank_transfer,fiber_optic,7,0,0
CUST_0178,44,108.41,4770.04,month-to-month,bank_transfer,fiber_optic,3,1,0
CUST_0179,68,67.05,4559.4,month-to-month,electronic_check,dsl,4,1,0
CUST_0180,44,81.1,3568.4,month-to-month,electronic_check,fiber_optic,5,0,1
CUST_0181,50,45.57,2278.5,two-year,bank_transfer,dsl,1,0,0
CUST_0182,40,107.09,4283.6,two-year,mailed_check,fiber_optic,9,0,1
CUST_0183,49,77.91,3817.59,one-year,bank_transfer,none,8,0,0
CUST_0184,55,65.76,3616.8,month-to-month,electronic_check,dsl,2,0,1
CUST_0185,63,37.28,2348.64,month-to-month,bank_transfer,fiber_optic,4,0,0
CUST_0186,70,95.16,6661.2,two-year,credit_card,none,5,0,0
CUST_0187,20,34.6,692.0,two-year,bank_transfer,none,7,0,0
CUST_0188,31,107.26,3325.06,two-year,electronic_check,none,7,0,0
CUST_0189,40,106.9,4276.0,one-year,bank_transfer,dsl,9,1,0
CUST_0190,37,90.03,3331.11,two-year,mailed_check,fiber_optic,3,0,0
CUST_0191,7,77.71,543.97,one-year,credit_card,none,8,0,1
CUST_0192,21,44.55,935.55,two-year,bank_transfer,dsl,1,0,0
CUST_0193,45,103.74,4668.3,one-year,credit_card,dsl,8,1,1
CUST_0194,11,53.74,591.14,month-to-month,electronic_check,fiber_optic,5,0,1
CUST_0195,37,102.57,3795.09,one-year,bank_transfer,none,7,1,0
CUST_0196,11,21.71,238.81,month-to-month,bank_transfer,none,9,1,1
CUST_0197,37,41.39,1531.43,month-to-month,credit_card,fiber_optic,6,1,1
CUST_0198,64,73.71,4717.44,month-to-month,bank_transfer,none,2,1,1
CUST_0199,46,41.65,1915.9,one-year,bank_transfer,none,1,1,1
CUST_0200,68,68.97,4689.96,two-year,credit_card,dsl,7,0,0
CUST_0201,48,42.83,2055.84,month-to-month,electronic_check,fiber_optic,5,0,0
CUST_0202,14,89.44,1252.16,two-year,electronic_check,fiber_optic,0,1,0
CUST_0203,23,94.73,2178.79,two-year,mailed_check,none,7,0,0
CUST_0204,9,84.44,759.96,one-year,credit_card,dsl,3,0,0
CUST_0205,6,48.4,290.4,one-year,mailed_check,none,7,1,1
CUST_0206,25,45.75,1143.75,month-to-month,electronic_check,dsl,1,1,0
CUST_0207,52,86.9,4518.8,one-year,electronic_check,fiber_optic,7,1,1
CUST_0208,67,44.0,2948.0,month-to-month,mailed_check,fiber_optic,6,0,1
CUST_0209,42,29.23,1227.66,one-year,electronic_check,dsl,7,1,1
CUST_0210,57,51.64,2943.48,month-to-month,electronic_check,none,6,1,0
CUST_0211,8,26.75,214.0,two-year,mailed_check,dsl,8,0,0
CUST_0212,19,96.38,1831.22,two-year,mailed_check,fiber_optic,2,0,1
CUST_0213,47,52.59,2471.73,two-year,credit_card,none,2,1,0
CUST_0214,48,59.95,2877.6,month-to-month,bank_transfer,none,5,1,1
CUST_0215,36,42.47,1528.92,month-to-month,credit_card,none,2,1,0
CUST_0216,72,30.6,2203.2,one-year,mailed_check,fiber_optic,9,1,0
CUST_0217,63,38.02,2395.26,month-to-month,credit_card,dsl,2,1,0
CUST_0218,41,80.11,3284.51,two-year,credit_card,none,8,1,0
CUST_0219,21,84.06,1765.26,two-year,bank_transfer,dsl,8,0,1
CUST_0220,26,91.29,2373.54,month-to-month,mailed_check,fiber_optic,5,1,1
CUST_0221,71,31.68,2249.28,month-to-month,credit_card,dsl,6,1,1
CUST_0222,53,94.1,4987.3,month-to-month,bank_transfer,dsl,1,1,1
CUST_0223,67,51.01,3417.67,two-year,bank_transfer,fiber_optic,6,0,0
CUST_0224,67,33.77,2262.59,month-to-month,bank_transfer,dsl,3,1,0
CUST_0225,67,100.54,6736.18,month-to-month,electronic_check,fiber_optic,8,1,1
CUST_0226,39,75.3,2936.7,month-to-month,bank_transfer,none,9,0,1
CUST_0227,44,95.83,4216.52,two-year,credit_card,fiber_optic,1,0,0
CUST_0228,34,78.6,2672.4,two-year,mailed_check,none,0,1,0
CUST_0229,70,46.07,3224.9,one-year,mailed_check,fiber_optic,6,1,0
CUST_0230,8,34.23,273.84,one-year,mailed_check,dsl,3,1,0
CUST_0231,41,97.53,3998.73,one-year,electronic_check,dsl,2,1,0
CUST_0232,14,48.72,682.08,one-year,credit_card,dsl,7,0,1
CUST_0233,7,46.12,322.84,one-year,mailed_check,fiber_optic,2,1,0
CUST_0234,41,37.09,1520.69,month-to-month,mailed_check,none,7,1,0
CUST_0235,64,22.09,1413.76,one-year,mailed_check,fiber_optic,3,1,1
CUST_0236,37,64.54,2387.98,two-year,mailed_check,dsl,8,0,0
CUST_0237,56,32.05,1794.8,one-year,electronic_check,dsl,5,0,0
CUST_0238,72,37.52,2701.44,two-year,electronic_check,fiber_optic,6,1,0
CUST_0239,36,94.28,3394.08,two-year,credit_card,fiber_optic,1,1,0
CUST_0240,44,70.2,3088.8,one-year,bank_transfer,fiber_optic,9,1,0
CUST_0241,6,23.5,141.0,two-year,electronic_check,dsl,8,1,1
CUST_0242,66,32.58,2150.28,two-year,electronic_check,fiber_optic,6,1,0
CUST_0243,65,94.55,6145.75,two-year,mailed_check,none,9,1,0
CUST_0244,3,53.15,159.45,two-year,credit_card,dsl,9,1,0
CUST_0245,4,73.72,294.88,one-year,bank_transfer,none,0,1,1
CUST_0246,49,33.3,1631.7,two-year,bank_transfer,fiber_optic,9,0,1
CUST_0247,57,48.23,2749.11,month-to-month,mailed_check,none,3,1,0
CUST_0248,61,98.55,6011.55,two-year,credit_card,none,2,0,0
CUST_0249,62,67.29,4171.98,one-year,bank_transfer,dsl,8,1,0
CUST_0250,34,74.91,2546.94,month-to-month,bank_transfer,dsl,8,1,1
CUST_0251,39,89.41,3486.99,two-year,bank_transfer,none,7,1,0
CUST_0252,72,104.03,7490.16,two-year,electronic_check,dsl,1,1,0
CUST_0253,51,93.65,4776.15,month-to-month,electronic_check,fiber_optic,4,0,1
CUST_0254,57,79.04,4505.28,two-year,mailed_check,fiber_optic,3,1,0
CUST_0255,35,32.35,1132.25,two-year,bank_transfer,fiber_optic,0,0,0
CUST_0256,7,29.02,203.14,one-year,mailed_check,fiber_optic,2,0,0
CUST_0257,21,56.62,1189.02,one-year,mailed_check,none,3,1,0
CUST_0258,8,101.71,813.68,month-to-month,bank_transfer,none,0,0,1
CUST_0259,23,104.05,2393.15,month-to-month,mailed_check,dsl,2,1,0
CUST_0260,2,46.86,93.72,two-year,credit_card,dsl,4,1,0
CUST_0261,70,67.19,4703.3,month-to-month,mailed_check,dsl,3,0,1
CUST_0262,59,78.35,4622.65,two-year,bank_transfer,fiber_optic,5,1,0
CUST_0263,25,35.79,894.75,two-year,mailed_check,dsl,8,1,1
CUST_0264,13,36.63,476.19,month-to-month,mailed_check,dsl,3,0,1
CUST_0265,31,60.21,1866.51,one-year,electronic_check,dsl,9,0,1
CUST_0266,47,82.35,3870.45,month-to-month,credit_card,dsl,4,0,1
CUST_0267,65,103.08,6700.2,two-year,electronic_check,none,1,1,0
CUST_0268,29,39.72,1151.88,month-to-month,mailed_check,fiber_optic,7,1,1
CUST_0269,71,102.15,7252.65,two-year,bank_transfer,fiber_optic,9,0,0
CUST_0270,68,83.34,5667.12,month-to-month,credit_card,fiber_optic,8,0,1
CUST_0271,20,34.81,696.2,two-year,mailed_check,fiber_optic,3,1,1
CUST_0272,66,60.09,3965.94,month-to-month,mailed_check,fiber_optic,8,1,1
CUST_0273,8,70.29,562.32,two-year,electronic_check,none,0,1,1
CUST_0274,1,87.12,87.12,two-year,credit_card,fiber_optic,6,1,0
CUST_0275,70,109.47,7662.9,month-to-month,mailed_check,fiber_optic,4,1,1
CUST_0276,18,88.92,1600.56,two-year,mailed_check,dsl,6,1,0
CUST_0277,49,53.81,2636.69,two-year,bank_transfer,none,5,0,1
CUST_0278,69,55.38,3821.22,month-to-month,bank_transfer,fiber_optic,0,1,0
CUST_0279,70,58.17,4071.9,one-year,bank_transfer,fiber_optic,7,1,1
CUST_0280,25,104.37,2609.25,two-year,credit_card,fiber_optic,6,0,1
CUST_0281,9,29.08,261.72,month-to-month,mailed_check,none,0,0,0
CUST_0282,52,59.51,3094.52,two-year,bank_transfer,fiber_optic,2,1,0
CUST_0283,41,71.97,2950.77,two-year,electronic_check,fiber_optic,4,0,0
CUST_0284,67,39.89,2672.63,one-year,electronic_check,fiber_optic,8,0,0
CUST_0285,55,70.03,3851.65,month-to-month,electronic_check,none,6,1,1
CUST_0286,53,33.43,1771.79,one-year,bank_transfer,none,7,0,0
CUST_0287,39,97.18,3790.02,month-to-month,mailed_check,fiber_optic,8,1,0
CUST_0288,72,67.7,4874.4,one-year,bank_transfer,dsl,3,1,0
CUST_0289,58,96.24,5581.92,month-to-month,bank_transfer,fiber_optic,4,1,0
CUST_0290,6,98.63,591.78,month-to-month,bank_transfer,dsl,3,1,1
CUST_0291,2,39.06,78.12,month-to-month,credit_card,none,7,0,0
CUST_0292,27,55.7,1503.9,month-to-month,electronic_check,dsl,6,1,1
CUST_0293,46,47.76,2196.96,one-year,mailed_check,dsl,1,1,0
CUST_0294,41,102.29,4193.89,one-year,electronic_check,dsl,0,0,0
CUST_0295,3,43.47,130.41,two-year,mailed_check,dsl,2,0,0
CUST_0296,49,71.28,3492.72,month-to-month,mailed_check,none,5,1,0
CUST_0297,63,106.99,6740.37,two-year,mailed_check,dsl,2,1,1
CUST_0298,70,63.95,4476.5,two-year,credit_card,none,0,0,0
CUST_0299,7,88.79,621.53,one-year,bank_transfer,none,3,0,0
CUST_0300,2,39.68,79.36,one-year,electronic_check,fiber_optic,9,1,0
CUST_0301,3,20.6,61.8,two-year,mailed_check,fiber_optic,0,1,0
CUST_0302,37,21.54,796.98,two-year,mailed_check,fiber_optic,1,0,0
CUST_0303,31,37.27,1155.37,two-year,electronic_check,dsl,4,1,1
CUST_0304,52,61.31,3188.12,month-to-month,bank_transfer,dsl,1,0,1
CUST_0305,49,53.95,2643.55,one-year,credit_card,none,0,0,1
CUST_0306,56,78.04,4370.24,one-year,credit_card,none,0,0,1
CUST_0307,61,44.4,2708.4,month-to-month,electronic_check,none,9,0,1
CUST_0308,41,21.41,877.81,month-to-month,bank_transfer,none,6,0,1
CUST_0309,31,71.0,2201.0,one-year,electronic_check,dsl,2,0,0
CUST_0310,45,24.83,1117.35,one-year,bank_transfer,fiber_optic,5,1,0
CUST_0311,42,22.67,952.14,one-year,mailed_check,dsl,3,1,0
CUST_0312,49,58.87,2884.63,two-year,mailed_check,fiber_optic,9,1,0
CUST_0313,10,27.38,273.8,month-to-month,mailed_check,none,2,1,1
CUST_0314,14,28.24,395.36,one-year,mailed_check,dsl,4,0,1
CUST_0315,24,58.79,1410.96,two-year,mailed_check,fiber_optic,0,0,0
CUST_0316,12,73.72,884.64,one-year,mailed_check,fiber_optic,4,1,0
CUST_0317,11,85.24,937.64,two-year,bank_transfer,none,8,0,0
CUST_0318,22,32.5,715.0,one-year,electronic_check,dsl,2,0,0
CUST_0319,36,57.9,2084.4,one-year,credit_card,dsl,4,0,0
CUST_0320,64,73.44,4700.16,month-to-month,mailed_check,fiber_optic,2,1,1
CUST_0321,51,49.9,2544.9,two-year,mailed_check,dsl,7,1,0
CUST_0322,18,47.04,846.72,two-year,bank_transfer,dsl,5,0,0
CUST_0323,41,46.23,1895.43,two-year,mailed_check,none,3,1,0
CUST_0324,51,52.85,2695.35,two-year,bank_transfer,none,8,0,0
CUST_0325,71,22.42,1591.82,two-year,mailed_check,none,3,1,0
CUST_0326,9,93.71,843.39,one-year,mailed_check,fiber_optic,4,0,1
CUST_0327,20,84.37,1687.4,one-year,credit_card,dsl,9,1,0
CUST_0328,69,65.6,4526.4,two-year,mailed_check,none,0,1,0
CUST_0329,69,73.44,5067.36,month-to-month,credit_card,fiber_optic,5,0,1
CUST_0330,6,70.69,424.14,two-year,mailed_check,dsl,6,0,1
CUST_0331,34,39.98,1359.32,two-year,bank_transfer,dsl,5,1,0
CUST_0332,65,33.57,2182.05,month-to-month,mailed_check,fiber_optic,4,1,0
CUST_0333,11,30.45,334.95,two-year,bank_transfer,dsl,4,1,0
CUST_0334,27,66.9,1806.3,one-year,mailed_check,fiber_optic,7,1,0
CUST_0335,39,24.02,936.78,two-year,credit_card,fiber_optic,5,0,0
CUST_0336,22,103.69,2281.18,two-year,bank_transfer,none,2,0,0
CUST_0337,55,106.26,5844.3,month-to-month,mailed_check,none,2,0,0
CUST_0338,56,55.6,3113.6,two-year,bank_transfer,dsl,9,1,0
CUST_0339,28,38.52,1078.56,two-year,credit_card,none,1,0,0
CUST_0340,26,61.18,1590.68,one-year,mailed_check,none,5,1,0
CUST_0341,15,51.31,769.65,one-year,bank_transfer,none,4,0,0
CUST_0342,41,30.61,1255.01,one-year,credit_card,fiber_optic,5,0,0
CUST_0343,54,73.68,3978.72,two-year,mailed_check,dsl,2,1,0
CUST_0344,23,69.94,1608.62,one-year,electronic_check,fiber_optic,2,1,0
CUST_0345,7,97.9,685.3,month-to-month,mailed_check,fiber_optic,3,1,0
CUST_0346,65,78.78,5120.7,one-year,mailed_check,dsl,7,1,1
CUST_0347,4,91.63,366.52,month-to-month,electronic_check,fiber_optic,4,0,1
CUST_0348,22,90.27,1985.94,two-year,mailed_check,none,8,0,0
CUST_0349,35,89.76,3141.6,one-year,credit_card,none,7,0,0
CUST_0350,14,86.24,1207.36,two-year,bank_transfer,dsl,0,1,1
CUST_0351,12,59.52,714.24,month-to-month,bank_transfer,fiber_optic,9,1,0
CUST_0352,55,34.94,1921.7,month-to-month,bank_transfer,fiber_optic,0,1,0
CUST_0353,69,35.15,2425.35,two-year,electronic_check,dsl,9,1,0
CUST_0354,66,108.69,7173.54,two-year,credit_card,fiber_optic,6,0,0
CUST_0355,17,83.13,1413.21,month-to-month,bank_transfer,fiber_optic,5,0,0
CUST_0356,51,64.05,3266.55,two-year,electronic_check,none,6,1,0
CUST_0357,12,56.26,675.12,two-year,electronic_check,none,5,1,0
